CustomerID,Churner,Scored Labels,Scored Probabilities
12753,FALSE,FALSE,0.042357148
16771,FALSE,FALSE,0.065309059
18179,FALSE,FALSE,0.035643583
15696,FALSE,FALSE,0.072106757
17621,FALSE,FALSE,0.058109945
16367,FALSE,FALSE,0.083526552
14621,FALSE,FALSE,0.023271069
13748,TRUE,FALSE,0.450075858
14936,FALSE,FALSE,0.083823913
15485,FALSE,FALSE,0.062035265
12731,FALSE,FALSE,0.020320327
15152,FALSE,FALSE,0.040642245
12939,FALSE,FALSE,0.173667132
16515,FALSE,FALSE,0.147639006
16928,TRUE,FALSE,0.160669133
18230,FALSE,FALSE,0.03999052
14709,FALSE,FALSE,0.020338503
17033,TRUE,FALSE,0.408054262
